x,y,z,p,i,j,s,val-esp
0.4,0.8,3.0,1000.0,5.0,1.5903,6.283.185.307.179.580,66.494
0.4,0.8,3.0,1000.0,5.0,1.619,767.944.870.877.505,72.158
0.4,0.8,3.0,1000.0,5.0,55.024,9.075.712.110.370.510,20.847
0.4,0.8,3.0,1000.0,5.0,1.6479,10.471.975.511.965.900,78.342
0.4,0.8,3.0,1000.0,5.0,80.017,11.868.238.913.561.400,47.273
0.4,0.8,3.0,1000.0,5.0,94.686,13.264.502.315.156.900,80.191
0.4,0.8,3.0,1000.0,5.0,1.0237,14.660.765.716.752.300,11.392
0.4,0.8,3.0,1000.0,5.0,1.1514,0.0,13.138
0.4,0.8,3.0,1000.0,5.0,1.2111,1.396.263.401.595.460,20.944
0.4,0.8,3.0,1000.0,5.0,1.2586,2.792.526.803.190.920,25.461
0.4,0.8,4.0,1000.0,5.0,29.026,418.879.020.478.639,"5,58E-01"
0.4,0.8,4.0,1000.0,5.0,1.208,5.585.053.606.381.850,30.521
0.4,0.8,4.0,1000.0,5.0,1.2387,6.981.317.007.977.310,34.827
0.4,0.8,4.0,1000.0,5.0,1.2685,8.377.580.409.572.780,39.249
0.4,0.8,4.0,1000.0,5.0,1.2951,9.773.843.811.168.240,43.747
0.4,0.8,4.0,1000.0,5.0,1.3182,1.117.010.721.276.370,48.222
0.4,0.8,4.0,1000.0,5.0,1.3409,12.566.370.614.359.100,52.683
0.4,0.8,4.0,1000.0,5.0,1.3639,13.962.634.015.954.600,5.717
0.4,0.8,4.0,1000.0,5.0,1.3856,153.588.974.175.501,61.747
0.4,0.8,4.0,1000.0,5.0,1.4239,698.131.700.797.731,53.699
0.4,0.8,4.0,1000.0,5.0,57.327,2.094.395.102.393.190,24.012
0.4,0.8,4.0,1000.0,5.0,1.4427,3.490.658.503.988.650,70.815
0.4,0.8,4.0,1000.0,5.0,8.246,4.886.921.905.584.120,51.333
0.4,0.8,4.0,1000.0,5.0,9.457,6.283.185.307.179.580,85.764
0.4,0.8,4.0,1000.0,5.0,1.0112,767.944.870.877.505,12.069
0.4,0.8,4.0,1000.0,5.0,1.0537,9.075.712.110.370.510,15.599
0.4,0.8,4.0,1000.0,5.0,1.1006,10.471.975.511.965.900,19.327
0.4,0.8,4.0,1000.0,5.0,1.144,11.868.238.913.561.400,23.193
0.4,0.8,4.0,1000.0,5.0,1.1786,13.264.502.315.156.900,27.167
0.4,0.8,6.0,1000.0,5.0,30.435,14.660.765.716.752.300,"6,60E-01"
0.4,0.8,6.0,1000.0,5.0,1.1365,0.0,19.337
0.4,0.8,6.0,1000.0,5.0,1.1545,1.396.263.401.595.460,32.931
0.4,0.8,6.0,1000.0,5.0,1.1714,2.792.526.803.190.920,40.172
0.4,0.8,6.0,1000.0,5.0,1.1864,418.879.020.478.639,4.597
0.4,0.8,6.0,1000.0,5.0,1.1997,5.585.053.606.381.850,5.123
0.4,0.8,6.0,1000.0,5.0,1.2126,6.981.317.007.977.310,56.192
0.4,0.8,6.0,1000.0,5.0,1.2255,8.377.580.409.572.780,60.943
0.4,0.8,6.0,1000.0,5.0,1.2378,9.773.843.811.168.240,65.531
0.4,0.8,6.0,1000.0,5.0,1.249,1.117.010.721.276.370,69.935
0.4,0.8,6.0,1000.0,5.0,59.842,12.566.370.614.359.100,25.511
0.4,0.8,6.0,1000.0,5.0,1.2596,13.962.634.015.954.600,74.013
0.4,0.8,6.0,1000.0,5.0,84.603,153.588.974.175.501,56.715
0.4,0.8,6.0,1000.0,5.0,99.255,698.131.700.797.731,10.631
0.4,0.8,6.0,1000.0,5.0,1.0199,2.094.395.102.393.190,15.631
0.4,0.8,6.0,1000.0,5.0,1.049,3.490.658.503.988.650,19.713
0.4,0.8,6.0,1000.0,5.0,1.0771,4.886.921.905.584.120,23.779
0.4,0.8,6.0,1000.0,5.0,1.1005,6.283.185.307.179.580,27.904
0.4,1.0,10.0,1000.0,5.0,21.456,767.944.870.877.505,2.68e-05
0.4,1.0,10.0,1000.0,5.0,1.0145,9.075.712.110.370.510,17.398
0.4,1.0,10.0,1000.0,5.0,1.0256,10.471.975.511.965.900,19.199
0.4,1.0,10.0,1000.0,5.0,1.0365,11.868.238.913.561.400,20.977
0.4,1.0,10.0,1000.0,5.0,1.0464,13.264.502.315.156.900,22.774
0.4,1.0,10.0,1000.0,5.0,1.0549,14.660.765.716.752.300,24.685
0.4,1.0,10.0,1000.0,5.0,1.0686,0.0,17.037
0.4,1.0,10.0,1000.0,5.0,1.0747,1.396.263.401.595.460,28.709
0.4,1.0,10.0,1000.0,5.0,1.081,2.792.526.803.190.920,34.383
0.4,1.0,10.0,1000.0,5.0,1.0874,418.879.020.478.639,3.816
0.4,1.0,10.0,1000.0,5.0,42.595,5.585.053.606.381.850,10.748
0.4,1.0,10.0,1000.0,5.0,1.0936,6.981.317.007.977.310,40.842
0.4,1.0,10.0,1000.0,5.0,62.792,8.377.580.409.572.780,23.162
0.4,1.0,10.0,1000.0,5.0,80.774,9.773.843.811.168.240,40.775
0.4,1.0,10.0,1000.0,5.0,93.199,1.117.010.721.276.370,61.715
0.4,1.0,10.0,1000.0,5.0,9.643,12.566.370.614.359.100,8.306
0.4,1.0,10.0,1000.0,5.0,98.786,13.962.634.015.954.600,10.424
0.4,1.0,10.0,1000.0,5.0,99.637,153.588.974.175.501,12.414
0.4,1.0,20.0,100.0,5.0,11.699,767.944.870.877.505,"7,66E-01"
0.4,1.0,20.0,100.0,5.0,95.464,9.075.712.110.370.510,7.371
0.4,1.0,20.0,100.0,5.0,96.707,10.471.975.511.965.900,84.851
0.4,1.0,20.0,100.0,5.0,9.763,11.868.238.913.561.400,95.788
0.4,1.0,20.0,100.0,5.0,9.802,13.264.502.315.156.900,10.682
0.4,1.0,20.0,100.0,5.0,98.407,14.660.765.716.752.300,11.813
0.4,1.0,20.0,100.0,5.0,98.988,0.0,7.985
0.4,1.0,20.0,100.0,5.0,9.923,1.396.263.401.595.460,14.304
0.4,1.0,20.0,100.0,5.0,99.465,2.792.526.803.190.920,1.741
0.4,1.0,20.0,100.0,5.0,99.671,418.879.020.478.639,19.301
0.4,1.0,20.0,100.0,5.0,23.366,5.585.053.606.381.850,31.796
0.4,1.0,20.0,100.0,5.0,99.874,6.981.317.007.977.310,204
0.4,1.0,20.0,100.0,5.0,34.911,8.377.580.409.572.780,68.051
0.4,1.0,20.0,100.0,5.0,46.253,9.773.843.811.168.240,11.902
0.4,1.0,20.0,100.0,5.0,57.265,1.117.010.721.276.370,18.392
0.4,1.0,20.0,100.0,5.0,67.773,12.566.370.614.359.100,26.303
0.4,1.0,20.0,100.0,5.0,77.532,13.962.634.015.954.600,35.676
0.4,1.0,20.0,100.0,5.0,85.828,153.588.974.175.501,46.537
0.4,1.0,20.0,1000.0,5.0,14.337,698.131.700.797.731,"1,48E-01"
0.4,1.0,20.0,1000.0,5.0,97.541,2.094.395.102.393.190,10.594
0.4,1.0,20.0,1000.0,5.0,98.041,3.490.658.503.988.650,12.536
0.4,1.0,20.0,1000.0,5.0,98.439,4.886.921.905.584.120,14.084
0.4,1.0,20.0,1000.0,5.0,98.779,6.283.185.307.179.580,15.443
0.4,1.0,20.0,1000.0,5.0,9.909,767.944.870.877.505,16.685
0.4,1.0,20.0,1000.0,5.0,99.366,9.075.712.110.370.510,17.847
0.4,1.0,20.0,1000.0,5.0,99.627,10.471.975.511.965.900,1.895
0.4,1.0,20.0,1000.0,5.0,99.865,11.868.238.913.561.400,20.003
0.4,1.0,20.0,1000.0,5.0,1.2009,13.264.502.315.156.900,21.069
0.4,1.0,20.0,1000.0,5.0,1.1932,14.660.765.716.752.300,22.211
0.4,1.0,20.0,1000.0,5.0,1.1954,0.0,12.572
0.4,1.0,20.0,1000.0,5.0,42.608,1.396.263.401.595.460,12.814
0.4,1.0,20.0,1000.0,5.0,562,2.792.526.803.190.920,21.291
0.4,1.0,20.0,1000.0,5.0,6.908,418.879.020.478.639,31.704
0.4,1.0,20.0,1000.0,5.0,8.063,5.585.053.606.381.850,44.118
0.4,1.0,20.0,1000.0,5.0,89.594,6.981.317.007.977.310,57.764
0.4,1.0,20.0,1000.0,5.0,9.446,8.377.580.409.572.780,71.992
0.4,1.0,20.0,1000.0,5.0,96.718,9.773.843.811.168.240,8.593
0.4,1.0,3.0,1000.0,5.0,3.088,1.117.010.721.276.370,"5,38E-01"
0.4,1.0,3.0,1000.0,5.0,1.3588,12.566.370.614.359.100,28.398
0.4,1.0,3.0,1000.0,5.0,1.4055,13.962.634.015.954.600,32.104
0.4,1.0,3.0,1000.0,5.0,1.4454,153.588.974.175.501,35.996
0.4,1.0,3.0,1000.0,5.0,1.5226,698.131.700.797.731,44.448
0.4,1.0,3.0,1000.0,5.0,1.5592,2.094.395.102.393.190,53.765
0.4,1.0,3.0,1000.0,5.0,1.5919,3.490.658.503.988.650,58.859
0.4,1.0,3.0,1000.0,5.0,1.6242,4.886.921.905.584.120,631
0.4,1.0,3.0,1000.0,5.0,1.6564,6.283.185.307.179.580,67.022
0.4,1.0,3.0,1000.0,5.0,1.6871,767.944.870.877.505,70.842
0.4,1.0,3.0,1000.0,5.0,60.905,9.075.712.110.370.510,21.466
0.4,1.0,3.0,1000.0,5.0,1.7153,10.471.975.511.965.900,73.507
0.4,1.0,3.0,1000.0,5.0,86.563,11.868.238.913.561.400,46.247
0.4,1.0,3.0,1000.0,5.0,1.2008,13.264.502.315.156.900,76.101
0.4,1.0,3.0,1000.0,5.0,1.0656,14.660.765.716.752.300,10.593
0.4,1.0,3.0,1000.0,5.0,1.2059,0.0,14.606
0.4,1.0,3.0,1000.0,5.0,1.2604,1.396.263.401.595.460,23.028
0.4,1.0,3.0,1000.0,5.0,1.3094,2.792.526.803.190.920,274
0.4,1.0,4.0,1000.0,5.0,30.805,418.879.020.478.639,"5,85E-01"
0.4,1.0,4.0,1000.0,5.0,1.2354,5.585.053.606.381.850,29.224
0.4,1.0,4.0,1000.0,5.0,1.2676,6.981.317.007.977.310,32.537
0.4,1.0,4.0,1000.0,5.0,1.2972,8.377.580.409.572.780,35.822
0.4,1.0,4.0,1000.0,5.0,1.3218,9.773.843.811.168.240,39.064
0.4,1.0,4.0,1000.0,5.0,1.3465,1.117.010.721.276.370,42.291
0.4,1.0,4.0,1000.0,5.0,1.3711,12.566.370.614.359.100,45.605
0.4,1.0,4.0,1000.0,5.0,1.3944,13.962.634.015.954.600,49.072
0.4,1.0,4.0,1000.0,5.0,1.4148,153.588.974.175.501,52.784
0.4,1.0,4.0,1000.0,5.0,1.4551,698.131.700.797.731,56.153
0.4,1.0,4.0,1000.0,5.0,60.655,2.094.395.102.393.190,25.546
0.4,1.0,4.0,1000.0,5.0,1.4746,3.490.658.503.988.650,70.501
0.4,1.0,4.0,1000.0,5.0,85.846,4.886.921.905.584.120,51.681
0.4,1.0,4.0,1000.0,5.0,98.007,6.283.185.307.179.580,826
0.4,1.0,4.0,1000.0,5.0,1.0289,767.944.870.877.505,11.245
0.4,1.0,4.0,1000.0,5.0,1.0793,9.075.712.110.370.510,14.195
0.4,1.0,4.0,1000.0,5.0,1.1281,10.471.975.511.965.900,17.238
0.4,1.0,4.0,1000.0,5.0,1.1709,11.868.238.913.561.400,20.355
0.4,1.0,4.0,1000.0,5.0,1.2023,13.264.502.315.156.900,2.352
0.4,1.0,6.0,1000.0,5.0,31.902,14.660.765.716.752.300,"5,57E-01"
0.4,1.0,6.0,1000.0,5.0,1.1557,0.0,20.012
0.4,1.0,6.0,1000.0,5.0,1.1742,1.396.263.401.595.460,33.136
0.4,1.0,6.0,1000.0,5.0,1.1902,2.792.526.803.190.920,39.511
0.4,1.0,6.0,1000.0,5.0,1.2043,418.879.020.478.639,44.141
0.4,1.0,6.0,1000.0,5.0,1.2185,5.585.053.606.381.850,48.033
0.4,1.0,6.0,1000.0,5.0,1.2326,6.981.317.007.977.310,51.453
0.4,1.0,6.0,1000.0,5.0,1.2455,8.377.580.409.572.780,54.599
0.4,1.0,6.0,1000.0,5.0,1.2572,9.773.843.811.168.240,57.601
0.4,1.0,6.0,1000.0,5.0,1.2683,1.117.010.721.276.370,60.482
0.4,1.0,6.0,1000.0,5.0,62.549,12.566.370.614.359.100,22.062
0.4,1.0,6.0,1000.0,5.0,1.2797,13.962.634.015.954.600,62.786
0.4,1.0,6.0,1000.0,5.0,88.274,153.588.974.175.501,48.856
0.4,1.0,6.0,1000.0,5.0,1.1983,698.131.700.797.731,10.734
0.4,1.0,6.0,1000.0,5.0,1.037,2.094.395.102.393.190,15.454
0.4,1.0,6.0,1000.0,5.0,1.0682,3.490.658.503.988.650,19.153
0.4,1.0,6.0,1000.0,5.0,1.0963,4.886.921.905.584.120,22.618
0.4,1.0,6.0,1000.0,5.0,1.1175,6.283.185.307.179.580,25.926
0.6,0.2,10.0,100.0,30.0,94.342,14.660.765.716.752.300,40.079
0.6,0.2,10.0,100.0,30.0,75.816,0.0,5.563
0.6,0.2,10.0,100.0,30.0,793,1.396.263.401.595.460,15.086
0.6,0.2,10.0,100.0,30.0,82.478,2.792.526.803.190.920,22.146
0.6,0.2,10.0,100.0,30.0,85.217,418.879.020.478.639,30.117
0.6,0.2,10.0,100.0,30.0,87.577,5.585.053.606.381.850,38.633
0.6,0.2,10.0,100.0,30.0,8.959,6.981.317.007.977.310,46.468
0.6,0.2,10.0,100.0,30.0,91.296,8.377.580.409.572.780,53.302
0.6,0.2,10.0,100.0,30.0,9.238,9.773.843.811.168.240,59.552
0.6,0.2,10.0,100.0,30.0,93.464,1.117.010.721.276.370,65.254
0.6,0.2,10.0,100.0,30.0,18.708,12.566.370.614.359.100,15.186
0.6,0.2,10.0,100.0,30.0,94.548,13.962.634.015.954.600,70.358
0.6,0.2,10.0,100.0,30.0,27.648,153.588.974.175.501,34.978
0.6,0.2,10.0,100.0,30.0,43.884,698.131.700.797.731,27.787
0.6,0.2,10.0,100.0,30.0,50.823,2.094.395.102.393.190,46.947
0.6,0.2,10.0,100.0,30.0,57.031,3.490.658.503.988.650,76.902
0.6,0.2,10.0,100.0,30.0,62.637,4.886.921.905.584.120,11.788
0.6,0.2,10.0,100.0,30.0,67.582,6.283.185.307.179.580,16.842
0.6,0.2,20.0,100.0,30.0,89.135,767.944.870.877.505,25.911
0.6,0.2,20.0,100.0,30.0,68.293,9.075.712.110.370.510,21.738
0.6,0.2,20.0,100.0,30.0,72.013,10.471.975.511.965.900,26.573
0.6,0.2,20.0,100.0,30.0,75.391,11.868.238.913.561.400,31.229
0.6,0.2,20.0,100.0,30.0,78.454,13.264.502.315.156.900,35.578
0.6,0.2,20.0,100.0,30.0,81.113,14.660.765.716.752.300,39.619
0.6,0.2,20.0,100.0,30.0,85.655,0.0,78.686
0.6,0.2,20.0,100.0,30.0,87.681,1.396.263.401.595.460,24.866
0.6,0.2,20.0,100.0,30.0,88.983,2.792.526.803.190.920,35.194
0.6,0.2,20.0,100.0,30.0,90.285,418.879.020.478.639,45.243
0.6,0.2,20.0,100.0,30.0,17.676,5.585.053.606.381.850,80.494
0.6,0.2,20.0,100.0,30.0,91.587,6.981.317.007.977.310,58.071
0.6,0.2,20.0,100.0,30.0,26.135,8.377.580.409.572.780,23.965
0.6,0.2,20.0,100.0,30.0,34.142,9.773.843.811.168.240,46.032
0.6,0.2,20.0,100.0,30.0,41.575,1.117.010.721.276.370,75.059
0.6,0.2,20.0,100.0,30.0,482,12.566.370.614.359.100,10.875
0.6,0.2,20.0,100.0,30.0,54.101,13.962.634.015.954.600,14.441
0.6,0.2,20.0,100.0,30.0,59.394,153.588.974.175.501,18.009
0.6,0.2,3.0,100.0,30.0,10.009,698.131.700.797.731,13.193
0.6,0.2,3.0,100.0,30.0,80.988,2.094.395.102.393.190,13.535
0.6,0.2,3.0,100.0,30.0,85.843,3.490.658.503.988.650,20.211
0.6,0.2,3.0,100.0,30.0,9.012,4.886.921.905.584.120,28.517
0.6,0.2,3.0,100.0,30.0,93.657,6.283.185.307.179.580,37.792
0.6,0.2,3.0,100.0,30.0,96.116,767.944.870.877.505,47.327
0.6,0.2,3.0,100.0,30.0,98.016,9.075.712.110.370.510,56.546
0.6,0.2,3.0,100.0,30.0,99.752,10.471.975.511.965.900,65.152
0.6,0.2,3.0,100.0,30.0,1.0108,11.868.238.913.561.400,7.306
0.6,0.2,3.0,100.0,30.0,1.025,13.264.502.315.156.900,80.256
0.6,0.2,3.0,100.0,30.0,1.0401,14.660.765.716.752.300,86.961
0.6,0.2,3.0,100.0,30.0,1.0555,0.0,15.939
0.6,0.2,3.0,100.0,30.0,29.563,1.396.263.401.595.460,11.681
0.6,0.2,3.0,100.0,30.0,38.784,2.792.526.803.190.920,26.013
0.6,0.2,3.0,100.0,30.0,47.486,418.879.020.478.639,50.286
0.6,0.2,3.0,100.0,30.0,55.456,5.585.053.606.381.850,8.661
0.6,0.2,3.0,100.0,30.0,62.784,6.981.317.007.977.310,13.452
0.6,0.2,3.0,100.0,30.0,69.507,8.377.580.409.572.780,19.239
0.6,0.2,3.0,100.0,30.0,75.556,9.773.843.811.168.240,25.651
0.6,0.2,4.0,100.0,30.0,10.559,1.117.010.721.276.370,46.147
0.6,0.2,4.0,100.0,30.0,81.244,12.566.370.614.359.100,3.492
0.6,0.2,4.0,100.0,30.0,85.642,13.962.634.015.954.600,4.093
0.6,0.2,4.0,100.0,30.0,89.413,153.588.974.175.501,46.649
0.6,0.2,4.0,100.0,30.0,94.726,698.131.700.797.731,1.841
0.6,0.2,4.0,100.0,30.0,96.664,2.094.395.102.393.190,27.975
0.6,0.2,4.0,100.0,30.0,9.795,3.490.658.503.988.650,3.892
0.6,0.2,4.0,100.0,30.0,98.928,4.886.921.905.584.120,51.422
0.6,0.2,4.0,100.0,30.0,99.907,6.283.185.307.179.580,64.315
0.6,0.2,4.0,100.0,30.0,1.1979,767.944.870.877.505,76.409
0.6,0.2,4.0,100.0,30.0,20.951,9.075.712.110.370.510,16.044
0.6,0.2,4.0,100.0,30.0,1.0166,10.471.975.511.965.900,90.314
0.6,0.2,4.0,100.0,30.0,30.985,11.868.238.913.561.400,41.195
0.6,0.2,4.0,100.0,30.0,40.466,13.264.502.315.156.900,74.273
0.6,0.2,4.0,100.0,30.0,49.225,14.660.765.716.752.300,11.422
0.6,0.2,4.0,100.0,30.0,64.181,0.0,41.697
0.6,0.2,4.0,100.0,30.0,70.585,1.396.263.401.595.460,89.253
0.6,0.2,4.0,100.0,30.0,76.234,2.792.526.803.190.920,13.948
0.6,0.2,6.0,100.0,30.0,10.357,418.879.020.478.639,22.205
0.6,0.2,6.0,100.0,30.0,778,5.585.053.606.381.850,23.093
0.6,0.2,6.0,100.0,30.0,81.945,6.981.317.007.977.310,30.357
0.6,0.2,6.0,100.0,30.0,85.564,8.377.580.409.572.780,37.645
0.6,0.2,6.0,100.0,30.0,88.564,9.773.843.811.168.240,44.755
0.6,0.2,6.0,100.0,30.0,91.304,1.117.010.721.276.370,51.375
0.6,0.2,6.0,100.0,30.0,93.005,12.566.370.614.359.100,57.509
0.6,0.2,6.0,100.0,30.0,94.706,13.962.634.015.954.600,63.027
0.6,0.2,6.0,100.0,30.0,95.833,153.588.974.175.501,6.834
0.6,0.2,6.0,100.0,30.0,97.259,698.131.700.797.731,26.698
0.6,0.2,6.0,100.0,30.0,20.532,2.094.395.102.393.190,61.344
0.6,0.2,6.0,100.0,30.0,97.972,3.490.658.503.988.650,52.062
0.6,0.2,6.0,100.0,30.0,30.313,4.886.921.905.584.120,21.794
0.6,0.2,6.0,100.0,30.0,39.491,6.283.185.307.179.580,45.711
0.6,0.2,6.0,100.0,30.0,4.784,767.944.870.877.505,80.358
0.6,0.2,6.0,100.0,30.0,55.332,9.075.712.110.370.510,12.417
0.6,0.2,6.0,100.0,30.0,0.62,10.471.975.511.965.900,17.451
0.6,0.2,6.0,100.0,30.0,67.929,11.868.238.913.561.400,22.772
0.6,0.2,6.0,100.0,30.0,73.159,13.264.502.315.156.900,28.073
0.6,0.4,10.0,1000.0,15.0,19.811,767.944.870.877.505,"7,76E-01"
0.6,0.4,10.0,1000.0,15.0,96.383,9.075.712.110.370.510,48.894
0.6,0.4,10.0,1000.0,15.0,97.133,10.471.975.511.965.900,55.063
0.6,0.4,10.0,1000.0,15.0,97.837,11.868.238.913.561.400,61.113
0.6,0.4,10.0,1000.0,15.0,98.444,13.264.502.315.156.900,67.473
0.6,0.4,10.0,1000.0,15.0,99.003,14.660.765.716.752.300,73.962
0.6,0.4,10.0,1000.0,15.0,1.0,0.0,25.871
0.6,0.4,10.0,1000.0,15.0,1.1946,1.396.263.401.595.460,59.951
0.6,0.4,10.0,1000.0,15.0,1.1992,2.792.526.803.190.920,7.926
0.6,0.4,10.0,1000.0,15.0,1.0138,418.879.020.478.639,94.698
0.6,0.4,10.0,1000.0,15.0,38.939,5.585.053.606.381.850,27.253
0.6,0.4,10.0,1000.0,15.0,1.0186,6.981.317.007.977.310,11.275
0.6,0.4,10.0,1000.0,15.0,56.369,8.377.580.409.572.780,69.364
0.6,0.4,10.0,1000.0,15.0,70.491,9.773.843.811.168.240,12.261
0.6,0.4,10.0,1000.0,15.0,80.726,1.117.010.721.276.370,18.172
0.6,0.4,10.0,1000.0,15.0,87.899,12.566.370.614.359.100,24.118
0.6,0.4,10.0,1000.0,15.0,92.348,13.962.634.015.954.600,30.113
0.6,0.4,10.0,1000.0,15.0,94.176,153.588.974.175.501,36.194
0.2,0.6,20.0,100.0,5.0,80.527,10.471.975.511.965.900,"2,52E-01"
0.2,0.6,20.0,100.0,5.0,77.959,11.868.238.913.561.400,24.983
0.2,0.6,20.0,100.0,5.0,84.872,13.264.502.315.156.900,30.671
0.2,0.6,20.0,100.0,5.0,98.683,1.396.263.401.595.460,38.313
0.2,0.6,20.0,100.0,5.0,99.405,2.792.526.803.190.920,46.816
0.2,0.6,20.0,100.0,5.0,99.627,418.879.020.478.639,53.315
0.2,0.6,20.0,100.0,5.0,99.848,5.585.053.606.381.850,59.779
0.2,0.6,20.0,100.0,5.0,1.2005,6.981.317.007.977.310,66.272
0.2,0.6,20.0,100.0,5.0,16.103,8.377.580.409.572.780,"9,19E-01"
0.2,0.6,20.0,100.0,5.0,1.2024,9.773.843.811.168.240,75.119
0.2,0.6,20.0,100.0,5.0,24.123,1.117.010.721.276.370,22.346
0.6,0.4,20.0,1000.0,15.0,19.162,698.131.700.797.731,"5,72E-01"
0.6,0.4,20.0,1000.0,15.0,94.204,2.094.395.102.393.190,35.829
0.6,0.4,20.0,1000.0,15.0,94.707,3.490.658.503.988.650,46.817
0.6,0.4,20.0,1000.0,15.0,95.143,4.886.921.905.584.120,56.328
0.6,0.4,20.0,1000.0,15.0,95.553,6.283.185.307.179.580,64.635
0.6,0.4,20.0,1000.0,15.0,95.904,767.944.870.877.505,71.313
0.6,0.4,20.0,1000.0,15.0,96.244,9.075.712.110.370.510,76.335
0.6,0.4,20.0,1000.0,15.0,96.548,10.471.975.511.965.900,81.421
0.6,0.4,20.0,1000.0,15.0,96.834,11.868.238.913.561.400,87.339
0.6,0.4,20.0,1000.0,15.0,971,13.264.502.315.156.900,94.134
0.6,0.4,20.0,1000.0,15.0,9.734,14.660.765.716.752.300,10.093
0.6,0.4,20.0,1000.0,15.0,97.571,0.0,29.072
0.6,0.4,20.0,1000.0,15.0,54.505,1.396.263.401.595.460,50.212
0.6,0.4,20.0,1000.0,15.0,68.208,2.792.526.803.190.920,91.331
0.6,0.4,20.0,1000.0,15.0,78.292,418.879.020.478.639,14.649
0.6,0.4,20.0,1000.0,15.0,8.534,5.585.053.606.381.850,21.123
0.6,0.4,20.0,1000.0,15.0,89.889,6.981.317.007.977.310,27.645
0.6,0.4,20.0,1000.0,15.0,92.556,8.377.580.409.572.780,33.784
0.6,0.4,20.0,1000.0,15.0,93.475,9.773.843.811.168.240,39.483
0.6,0.4,3.0,1000.0,15.0,21.226,1.117.010.721.276.370,1.042
0.6,0.4,3.0,1000.0,15.0,1.1098,12.566.370.614.359.100,60.728
0.6,0.4,3.0,1000.0,15.0,1.1489,13.962.634.015.954.600,69.639
0.6,0.4,3.0,1000.0,15.0,1.1859,153.588.974.175.501,78.741
0.6,0.4,3.0,1000.0,15.0,1.2481,698.131.700.797.731,51.647
0.6,0.4,3.0,1000.0,15.0,1.2738,2.094.395.102.393.190,69.443
0.6,0.4,3.0,1000.0,15.0,1.3011,3.490.658.503.988.650,8.526
0.6,0.4,3.0,1000.0,15.0,1.3287,4.886.921.905.584.120,1.023
0.6,0.4,3.0,1000.0,15.0,1.3558,6.283.185.307.179.580,12.007
0.6,0.4,3.0,1000.0,15.0,1.3816,767.944.870.877.505,13.742
0.6,0.4,3.0,1000.0,15.0,41.888,9.075.712.110.370.510,37.624
0.6,0.4,3.0,1000.0,15.0,1.406,10.471.975.511.965.900,15.657
0.6,0.4,3.0,1000.0,15.0,6.096,11.868.238.913.561.400,88.817
0.6,0.4,3.0,1000.0,15.0,7.695,13.264.502.315.156.900,15.208
0.6,0.4,3.0,1000.0,15.0,88.504,14.660.765.716.752.300,22.213
0.6,0.4,3.0,1000.0,15.0,99.679,0.0,15.775
0.6,0.4,3.0,1000.0,15.0,1.0306,1.396.263.401.595.460,28.485
0.6,0.4,3.0,1000.0,15.0,1.0698,2.792.526.803.190.920,37.363
0.6,0.4,4.0,1000.0,15.0,23.595,418.879.020.478.639,"9,09E-01"
0.6,0.4,4.0,1000.0,15.0,1.0713,5.585.053.606.381.850,58.411
0.6,0.4,4.0,1000.0,15.0,1.0995,6.981.317.007.977.310,70.315
0.6,0.4,4.0,1000.0,15.0,1.126,8.377.580.409.572.780,82.104
0.6,0.4,4.0,1000.0,15.0,1.1499,9.773.843.811.168.240,9.302
0.6,0.4,4.0,1000.0,15.0,1.1703,1.117.010.721.276.370,10.332
0.6,0.4,4.0,1000.0,15.0,1.1886,12.566.370.614.359.100,11.314
0.6,0.4,4.0,1000.0,15.0,1.2065,13.962.634.015.954.600,12.291
0.6,0.4,4.0,1000.0,15.0,1.2253,153.588.974.175.501,13.285
0.6,0.4,4.0,1000.0,15.0,1.2618,698.131.700.797.731,76.738
0.6,0.4,4.0,1000.0,15.0,46.257,2.094.395.102.393.190,33.783
0.6,0.4,4.0,1000.0,15.0,1.2786,3.490.658.503.988.650,12.264
0.6,0.4,4.0,1000.0,15.0,66.191,4.886.921.905.584.120,84.499
0.6,0.4,4.0,1000.0,15.0,81.431,6.283.185.307.179.580,15.541
0.6,0.4,4.0,1000.0,15.0,91.287,767.944.870.877.505,23.839
0.6,0.4,4.0,1000.0,15.0,9.656,9.075.712.110.370.510,32.308
0.6,0.4,4.0,1000.0,15.0,99.338,10.471.975.511.965.900,40.827
0.6,0.4,4.0,1000.0,15.0,1.0153,11.868.238.913.561.400,49.193
0.6,0.4,4.0,1000.0,15.0,1.0424,13.264.502.315.156.900,57.709
0.6,0.4,6.0,1000.0,15.0,25.105,14.660.765.716.752.300,15.052
0.6,0.4,6.0,1000.0,15.0,1.0332,0.0,25.176
0.6,0.4,6.0,1000.0,15.0,1.0492,1.396.263.401.595.460,54.027
0.6,0.4,6.0,1000.0,15.0,1.0646,2.792.526.803.190.920,71.351
0.6,0.4,6.0,1000.0,15.0,1.0788,418.879.020.478.639,8.737
0.6,0.4,6.0,1000.0,15.0,1.0912,5.585.053.606.381.850,10.296
0.6,0.4,6.0,1000.0,15.0,1.1024,6.981.317.007.977.310,11.759
0.6,0.4,6.0,1000.0,15.0,1.113,8.377.580.409.572.780,13.047
0.6,0.4,6.0,1000.0,15.0,1.1229,9.773.843.811.168.240,14.116
0.6,0.4,6.0,1000.0,15.0,1.1325,1.117.010.721.276.370,15.065
0.6,0.4,6.0,1000.0,15.0,4.885,12.566.370.614.359.100,56.703
